"BehaviorSpace results (NetLogo 6.0.2)"
"vultures.nlogo"
"experiment"
"03/25/2018 01:27:11:021 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-100","100","-100","100"
"[run number]","1","2","3","4","5","6"
,"0","0.7648722716177754","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","0.20449579195603734","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.20449579195603734","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.20449579195603734","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.20449579195603734","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","0.20449579195603734","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.20449579195603734","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.20449579195603734","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","0.20449579195603734","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.20449579195603734","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.20449579195603734","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","0.20449579195603734","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.20449579195603734","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.20449579195603734","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.20449579195603734","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","0.20449579195603734","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","0.20449579195603734","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.20449579195603734","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.20449579195603734","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.20449579195603734","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","0.20449579195603734","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.20449579195603734","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","0.20449579195603734","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.20449579195603734","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.20449579195603734","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","0.20449579195603734","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","0.20449579195603734","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.20449579195603734","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","0.20449579195603734","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.20449579195603734","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.20449579195603734","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","0.2044957919560373","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","1.5212440627236645","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","1.5212440627236645","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","1.5212440627236645","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","1.5212440627236645","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","1.5212440627236645","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","1.5212440627236645","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","1.5212440627236645","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","1.5212440627236645","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","1.5212440627236645","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","1.5212440627236645","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","1.5212440627236645","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","1.1240278086409954","0"
,"0","0.7648722716177754","1.3348055453318612","1.5212440627236645","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","1.1240278086409954","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177754","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177754","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177754","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177754","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177754","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177754","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177754","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177754","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177754","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177754","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177754","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177754","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177754","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177754","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177754","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177754","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177754","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177754","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
,"0","0.7648722716177755","1.3348055453318612","1.5212440627236645","0.588418276491671","0"
